market_category_id,market_id,category_id
8050,1020104,1
8051,1020104,3
8052,1020104,4
8053,1020104,5
8054,1020104,7
8055,1020104,8
8056,1020104,9
8057,1020104,10
8058,1020104,12
8059,1020104,15
8060,1020104,17
8061,1020104,21
8062,1020104,23
8063,1020104,27
8064,1021388,1
8065,1021388,2
8066,1021388,3
8067,1021388,4
8068,1021388,5
8069,1021388,7
8070,1021388,8
8071,1021388,9
8072,1021388,10
8073,1021388,11
8074,1021388,12
8075,1021388,15
8076,1021388,16
8077,1021388,17
8078,1021388,18
8079,1021388,21
8080,1021388,23
8081,1021388,26
8082,1021388,27
8083,1019705,1
8084,1019705,3
8085,1019705,5
8086,1019705,6
8087,1019705,8
8088,1019705,9
8089,1019705,10
8090,1019705,17
8091,1019705,18
8092,1019705,21
8093,1019705,22
8094,1019705,23
8095,1019705,25
8096,1019705,27
8097,1005069,0
8098,1005069,1
8099,1005069,2
8100,1005069,4
8101,1005069,5
8102,1005069,6
8103,1005069,7
8104,1005069,8
8105,1005069,9
8106,1005069,10
8107,1005069,12
8108,1005069,14
8109,1005069,15
8110,1005069,16
8111,1005069,17
8112,1005069,19
8113,1005069,21
8114,1005069,22
8115,1005069,23
8116,1005069,24
8117,1005069,26
8118,1005069,27
8119,1021404,1
8120,1021404,3
8121,1021404,4
8122,1021404,5
8123,1021404,7
8124,1021404,8
8125,1021404,9
8126,1021404,10
8127,1021404,12
8128,1021404,15
8129,1021404,19
8130,1021404,23
8131,1021620,1
8132,1021620,3
8133,1021620,4
8134,1021620,5
8135,1021620,7
8136,1021620,8
8137,1021620,9
8138,1021620,10
8139,1021620,12
8140,1021620,16
8141,1021620,17
8142,1021620,18
8143,1021620,23
8144,1021620,27
8145,1005159,0
8146,1005159,1
8147,1005159,2
8148,1005159,3
8149,1005159,4
8150,1005159,5
8151,1005159,6
8152,1005159,7
8153,1005159,8
8154,1005159,9
8155,1005159,12
8156,1005159,14
8157,1005159,15
8158,1005159,16
8159,1005159,17
8160,1005159,18
8161,1005159,20
8162,1005159,21
8163,1005159,23
8164,1005159,24
8165,1005159,25
8166,1005159,26
8167,1005159,29
8168,1021538,0
8169,1021538,1
8170,1021538,2
8171,1021538,3
8172,1021538,4
8173,1021538,5
8174,1021538,7
8175,1021538,8
8176,1021538,9
8177,1021538,10
8178,1021538,11
8179,1021538,12
8180,1021538,14
8181,1021538,17
8182,1021538,18
8183,1021538,21
8184,1021538,23
8185,1021538,25
8186,1021538,26
8187,1021538,29
8188,1021581,1
8189,1021581,3
8190,1021581,4
8191,1021581,5
8192,1021581,7
8193,1021581,8
8194,1021581,9
8195,1021581,10
8196,1021581,12
8197,1021581,15
8198,1021581,16
8199,1021581,17
8200,1021581,18
8201,1021581,21
8202,1021581,23
8203,1021581,25
8204,1021581,27
8205,1019993,1
8206,1019993,2
8207,1019993,3
8208,1019993,4
8209,1019993,5
8210,1019993,7
8211,1019993,8
8212,1019993,9
8213,1019993,10
8214,1019993,12
8215,1019993,15
8216,1019993,17
8217,1019993,18
8218,1019993,19
8219,1019993,23
8220,1020079,1
8221,1020079,3
8222,1020079,4
8223,1020079,5
8224,1020079,7
8225,1020079,8
8226,1020079,9
8227,1020079,10
8228,1020079,12
8229,1020079,15
8230,1020079,16
8231,1020079,18
8232,1020079,19
8233,1020079,22
8234,1020079,23
8235,1020080,1
8236,1020080,3
8237,1020080,4
8238,1020080,5
8239,1020080,7
8240,1020080,8
8241,1020080,9
8242,1020080,10
8243,1020080,12
8244,1020080,15
8245,1020080,16
8246,1020080,18
8247,1020080,19
8248,1020080,22
8249,1020080,23
8250,1021595,1
8251,1021595,2
8252,1021595,3
8253,1021595,4
8254,1021595,5
8255,1021595,6
8256,1021595,8
8257,1021595,9
8258,1021595,10
8259,1021595,12
8260,1021595,15
8261,1021595,16
8262,1021595,17
8263,1021595,18
8264,1021595,19
8265,1021595,20
8266,1021595,21
8267,1021595,23
8268,1021595,25
8269,1021595,27
8270,1019862,0
8271,1019862,1
8272,1019862,2
8273,1019862,4
8274,1019862,5
8275,1019862,6
8276,1019862,7
8277,1019862,8
8278,1019862,9
8279,1019862,10
8280,1019862,11
8281,1019862,12
8282,1019862,16
8283,1019862,17
8284,1019862,18
8285,1019862,19
8286,1019862,20
8287,1019862,21
8288,1019862,22
8289,1019862,23
8290,1019862,25
8291,1019862,26
8292,1018427,1
8293,1018427,7
8294,1018427,8
8295,1018427,10
8296,1018427,12
8297,1018427,15
8298,1018427,19
8299,1018427,23
8300,1016870,0
8301,1016870,1
8302,1016870,2
8303,1016870,3
8304,1016870,4
8305,1016870,5
8306,1016870,6
8307,1016870,7
8308,1016870,8
8309,1016870,9
8310,1016870,10
8311,1016870,14
8312,1016870,15
8313,1016870,17
8314,1016870,18
8315,1016870,19
8316,1016870,21
8317,1016870,23
8318,1016870,25
8319,1016870,29
8320,1021460,1
8321,1021460,3
8322,1021460,4
8323,1021460,5
8324,1021460,7
8325,1021460,8
8326,1021460,9
8327,1021460,10
8328,1021460,12
8329,1021460,15
8330,1021460,18
8331,1021460,19
8332,1021460,23
8333,1019800,1
8334,1019800,2
8335,1019800,3
8336,1019800,4
8337,1019800,5
8338,1019800,7
8339,1019800,8
8340,1019800,9
8341,1019800,10
8342,1019800,11
8343,1019800,12
8344,1019800,15
8345,1019800,16
8346,1019800,18
8347,1019800,21
8348,1019800,23
8349,1012627,0
8350,1012627,1
8351,1012627,2
8352,1012627,4
8353,1012627,5
8354,1012627,7
8355,1012627,8
8356,1012627,9
8357,1012627,10
8358,1012627,12
8359,1012627,15
8360,1012627,16
8361,1012627,17
8362,1012627,18
8363,1012627,20
8364,1012627,22
8365,1012627,23
8366,1012627,25
8367,1012627,26
8368,1012627,27
8369,1012627,29
8370,1002721,0
8371,1002721,1
8372,1002721,4
8373,1002721,5
8374,1002721,6
8375,1002721,7
8376,1002721,8
8377,1002721,9
8378,1002721,10
8379,1002721,12
8380,1002721,14
8381,1002721,15
8382,1002721,16
8383,1002721,17
8384,1002721,18
8385,1002721,19
8386,1002721,20
8387,1002721,21
8388,1002721,23
8389,1002721,25
8390,1018973,0
8391,1018973,1
8392,1018973,3
8393,1018973,4
8394,1018973,5
8395,1018973,7
8396,1018973,8
8397,1018973,9
8398,1018973,15
8399,1018973,17
8400,1018973,18
8401,1018973,20
8402,1018973,21
8403,1018973,23
8404,1018973,24
8405,1021676,1
8406,1021676,3
8407,1021676,4
8408,1021676,5
8409,1021676,8
8410,1021676,9
8411,1021676,12
8412,1021676,15
8413,1021676,16
8414,1021676,17
8415,1021676,18
8416,1021676,23
8417,1021676,26
8418,1021676,29
8419,1021665,1
8420,1021665,3
8421,1021665,4
8422,1021665,5
8423,1021665,7
8424,1021665,8
8425,1021665,9
8426,1021665,10
8427,1021665,12
8428,1021665,14
8429,1021665,16
8430,1021665,17
8431,1021665,18
8432,1021665,21
8433,1021665,23
8434,1021665,26
8435,1021665,27
8436,1021665,29
8437,1020193,0
8438,1020193,1
8439,1020193,2
8440,1020193,4
8441,1020193,5
8442,1020193,6
8443,1020193,7
8444,1020193,8
8445,1020193,9
8446,1020193,10
8447,1020193,12
8448,1020193,14
8449,1020193,16
8450,1020193,17
8451,1020193,20
8452,1020193,21
8453,1020193,22
8454,1020193,23
8455,1020193,24
8456,1020193,25
8457,1020193,26
8458,1020193,28
8459,1012308,1
8460,1012308,2
8461,1012308,3
8462,1012308,4
8463,1012308,5
8464,1012308,7
8465,1012308,8
8466,1012308,9
8467,1012308,10
8468,1012308,11
8469,1012308,12
8470,1012308,15
8471,1012308,16
8472,1012308,18
8473,1012308,23
8474,1019771,1
8475,1019771,2
8476,1019771,5
8477,1019771,7
8478,1019771,8
8479,1019771,9
8480,1019771,10
8481,1019771,11
8482,1019771,12
8483,1019771,16
8484,1019771,17
8485,1019771,18
8486,1019771,20
8487,1019771,21
8488,1019771,23
8489,1019771,25
8490,1018193,1
8491,1018193,3
8492,1018193,5
8493,1018193,7
8494,1018193,8
8495,1018193,9
8496,1018193,10
8497,1018193,15
8498,1018193,18
8499,1018193,19
8500,1018193,23
8501,1020008,1
8502,1020008,3
8503,1020008,4
8504,1020008,5
8505,1020008,7
8506,1020008,8
8507,1020008,9
8508,1020008,10
8509,1020008,15
8510,1020008,18
8511,1020008,21
8512,1020008,23
8513,1020008,25
8514,1020008,29
8515,1019677,1
8516,1019677,2
8517,1019677,4
8518,1019677,5
8519,1019677,7
8520,1019677,8
8521,1019677,9
8522,1019677,10
8523,1019677,12
8524,1019677,16
8525,1019677,17
8526,1019677,18
8527,1019677,19
8528,1019677,23
8529,1019677,24
8530,1019677,27
8531,1004377,0
8532,1004377,1
8533,1004377,3
8534,1004377,4
8535,1004377,7
8536,1004377,8
8537,1004377,9
8538,1004377,10
8539,1004377,15
8540,1004377,18
8541,1004377,19
8542,1004377,23
8543,1019914,1
8544,1019914,4
8545,1019914,5
8546,1019914,6
8547,1019914,7
8548,1019914,8
8549,1019914,9
8550,1019914,15
8551,1019914,17
8552,1019914,18
8553,1019914,21
8554,1019914,23
8555,1019914,24
8556,1019914,27
8557,1019914,28
8558,1019897,1
8559,1019897,3
8560,1019897,4
8561,1019897,5
8562,1019897,7
8563,1019897,8
8564,1019897,9
8565,1019897,10
8566,1019897,12
8567,1019897,15
8568,1019897,18
8569,1019897,23
8570,1020091,1
8571,1020091,3
8572,1020091,4
8573,1020091,5
8574,1020091,7
8575,1020091,8
8576,1020091,9
8577,1020091,11
8578,1020091,15
8579,1020091,17
8580,1020091,18
8581,1020091,19
8582,1020091,23
8583,1020091,29
8584,1020065,1
8585,1020065,2
8586,1020065,3
8587,1020065,4
8588,1020065,7
8589,1020065,8
8590,1020065,9
8591,1020065,10
8592,1020065,11
8593,1020065,12
8594,1020065,15
8595,1020065,21
8596,1020065,23
8597,1020065,27
8598,1021453,1
8599,1021453,3
8600,1021453,4
8601,1021453,5
8602,1021453,7
8603,1021453,8
8604,1021453,9
8605,1021453,10
8606,1021453,15
8607,1021453,16
8608,1021453,17
8609,1021453,18
8610,1021453,21
8611,1021453,23
8612,1021453,25
8613,1019123,1
8614,1019123,2
8615,1019123,3
8616,1019123,5
8617,1019123,7
8618,1019123,8
8619,1019123,9
8620,1019123,10
8621,1019123,11
8622,1019123,12
8623,1019123,16
8624,1019123,17
8625,1019123,18
8626,1019123,20
8627,1019123,21
8628,1019123,23
8629,1019123,25
8630,1019123,26
8631,1000958,1
8632,1000958,2
8633,1000958,3
8634,1000958,4
8635,1000958,5
8636,1000958,6
8637,1000958,7
8638,1000958,8
8639,1000958,9
8640,1000958,10
8641,1000958,12
8642,1000958,15
8643,1000958,16
8644,1000958,17
8645,1000958,18
8646,1000958,19
8647,1000958,20
8648,1000958,21
8649,1000958,23
8650,1000958,26
8651,1000958,27
8652,1021638,0
8653,1021638,1
8654,1021638,2
8655,1021638,3
8656,1021638,4
8657,1021638,5
8658,1021638,6
8659,1021638,7
8660,1021638,8
8661,1021638,9
8662,1021638,10
8663,1021638,12
8664,1021638,14
8665,1021638,15
8666,1021638,16
8667,1021638,17
8668,1021638,18
8669,1021638,20
8670,1021638,21
8671,1021638,22
8672,1021638,23
8673,1021638,25
8674,1021638,27
8675,1021638,29
8676,1021504,1
8677,1021504,4
8678,1021504,5
8679,1021504,7
8680,1021504,8
8681,1021504,9
8682,1021504,10
8683,1021504,12
8684,1021504,15
8685,1021504,16
8686,1021504,17
8687,1021504,23
8688,1002803,1
8689,1002803,3
8690,1002803,4
8691,1002803,5
8692,1002803,7
8693,1002803,8
8694,1002803,9
8695,1002803,10
8696,1002803,11
8697,1002803,12
8698,1002803,14
8699,1002803,15
8700,1002803,16
8701,1002803,18
8702,1002803,19
8703,1002803,21
8704,1002803,23
8705,1018989,0
8706,1018989,1
8707,1018989,3
8708,1018989,4
8709,1018989,5
8710,1018989,6
8711,1018989,8
8712,1018989,9
8713,1018989,10
8714,1018989,11
8715,1018989,12
8716,1018989,15
8717,1018989,16
8718,1018989,17
8719,1018989,18
8720,1018989,21
8721,1018989,23
8722,1018989,26
8723,1018989,28
8724,1021680,0
8725,1021680,1
8726,1021680,3
8727,1021680,4
8728,1021680,5
8729,1021680,7
8730,1021680,8
8731,1021680,9
8732,1021680,10
8733,1021680,12
8734,1021680,15
8735,1021680,16
8736,1021680,17
8737,1021680,18
8738,1021680,19
8739,1021680,21
8740,1021680,22
8741,1021680,23
8742,1021680,25
8743,1021680,26
8744,1021680,27
8745,1018505,1
8746,1018505,3
8747,1018505,5
8748,1018505,7
8749,1018505,8
8750,1018505,9
8751,1018505,10
8752,1018505,14
8753,1018505,15
8754,1018505,18
8755,1018505,23
8756,1018505,27
8757,1019101,5
8758,1019101,6
8759,1019101,8
8760,1019101,12
8761,1019101,16
8762,1019101,23
8763,1002880,0
8764,1002880,1
8765,1002880,2
8766,1002880,3
8767,1002880,4
8768,1002880,5
8769,1002880,6
8770,1002880,7
8771,1002880,8
8772,1002880,9
8773,1002880,10
8774,1002880,11
8775,1002880,12
8776,1002880,14
8777,1002880,15
8778,1002880,16
8779,1002880,17
8780,1002880,18
8781,1002880,20
8782,1002880,21
8783,1002880,22
8784,1002880,23
8785,1002880,24
8786,1002880,25
8787,1002880,26
8788,1002880,27
8789,1002880,28
8790,1002880,29
8791,1019298,0
8792,1019298,1
8793,1019298,2
8794,1019298,3
8795,1019298,4
8796,1019298,5
8797,1019298,6
8798,1019298,7
8799,1019298,8
8800,1019298,9
8801,1019298,10
8802,1019298,12
8803,1019298,15
8804,1019298,16
8805,1019298,17
8806,1019298,18
8807,1019298,19
8808,1019298,20
8809,1019298,21
8810,1019298,23
8811,1019298,24
8812,1019298,25
8813,1019298,26
8814,1019298,29
8815,1019147,0
8816,1019147,1
8817,1019147,2
8818,1019147,3
8819,1019147,4
8820,1019147,5
8821,1019147,7
8822,1019147,8
8823,1019147,10
8824,1019147,12
8825,1019147,14
8826,1019147,15
8827,1019147,16
8828,1019147,17
8829,1019147,18
8830,1019147,21
8831,1019147,23
8832,1019147,25
8833,1019147,29
8834,1021654,1
8835,1021654,2
8836,1021654,4
8837,1021654,5
8838,1021654,7
8839,1021654,8
8840,1021654,9
8841,1021654,10
8842,1021654,11
8843,1021654,12
8844,1021654,15
8845,1021654,16
8846,1021654,17
8847,1021654,18
8848,1021654,21
8849,1021654,23
8850,1021654,26
8851,1020092,1
8852,1020092,3
8853,1020092,8
8854,1020092,23
8855,1020007,1
8856,1020007,2
8857,1020007,3
8858,1020007,4
8859,1020007,5
8860,1020007,7
8861,1020007,8
8862,1020007,10
8863,1020007,11
8864,1020007,12
8865,1020007,15
8866,1020007,16
8867,1020007,17
8868,1020007,18
8869,1020007,21
8870,1020007,23
8871,1020007,24
8872,1020007,25
8873,1020007,27
8874,1020007,29
8875,1021565,1
8876,1021565,3
8877,1021565,4
8878,1021565,5
8879,1021565,7
8880,1021565,8
8881,1021565,9
8882,1021565,10
8883,1021565,12
8884,1021565,14
8885,1021565,15
8886,1021565,16
8887,1021565,17
8888,1021565,18
8889,1021565,19
8890,1021565,21
8891,1021565,23
8892,1021565,25
8893,1021565,29
8894,1012429,0
8895,1012429,1
8896,1012429,2
8897,1012429,4
8898,1012429,5
8899,1012429,6
8900,1012429,7
8901,1012429,8
8902,1012429,9
8903,1012429,10
8904,1012429,12
8905,1012429,14
8906,1012429,15
8907,1012429,16
8908,1012429,17
8909,1012429,19
8910,1012429,21
8911,1012429,22
8912,1012429,23
8913,1012429,24
8914,1012429,25
8915,1012429,26
8916,1012429,28
8917,1012429,29
8918,1018415,1
8919,1018415,4
8920,1018415,5
8921,1018415,8
8922,1018415,9
8923,1018415,10
8924,1018415,12
8925,1018415,16
8926,1018415,23
8927,1021353,0
8928,1021353,1
8929,1021353,2
8930,1021353,3
8931,1021353,4
8932,1021353,5
8933,1021353,6
8934,1021353,7
8935,1021353,8
8936,1021353,9
8937,1021353,10
8938,1021353,11
8939,1021353,12
8940,1021353,14
8941,1021353,15
8942,1021353,16
8943,1021353,17
8944,1021353,18
8945,1021353,20
8946,1021353,21
8947,1021353,22
8948,1021353,23
8949,1021353,24
8950,1021353,25
8951,1021353,26
8952,1021353,27
8953,1021353,28
8954,1021353,29
8955,1019600,1
8956,1019600,3
8957,1019600,4
8958,1019600,5
8959,1019600,8
8960,1019600,9
8961,1019600,10
8962,1019600,12
8963,1019600,15
8964,1019600,17
8965,1019600,18
8966,1019600,20
8967,1019600,21
8968,1019600,23
8969,1019600,25
8970,1019404,7
8971,1019404,8
8972,1019404,22
8973,1019404,23
8974,1012466,5
8975,1012466,7
8976,1012466,8
8977,1012466,9
8978,1012466,22
8979,1012466,23
8980,1012466,24
8981,1018671,0
8982,1018671,1
8983,1018671,2
8984,1018671,4
8985,1018671,5
8986,1018671,6
8987,1018671,7
8988,1018671,8
8989,1018671,9
8990,1018671,10
8991,1018671,11
8992,1018671,12
8993,1018671,15
8994,1018671,16
8995,1018671,17
8996,1018671,18
8997,1018671,20
8998,1018671,21
8999,1018671,23
9000,1018671,25
9001,1018671,26
9002,1018671,29
9003,1011730,0
9004,1011730,1
9005,1011730,5
9006,1011730,6
9007,1011730,7
9008,1011730,8
9009,1011730,9
9010,1011730,10
9011,1011730,12
9012,1011730,14
9013,1011730,15
9014,1011730,16
9015,1011730,17
9016,1011730,18
9017,1011730,19
9018,1011730,21
9019,1011730,23
9020,1011730,24
9021,1011730,25
9022,1011730,26
9023,1011730,27
9024,1021552,0
9025,1021552,1
9026,1021552,2
9027,1021552,4
9028,1021552,5
9029,1021552,8
9030,1021552,9
9031,1021552,10
9032,1021552,12
9033,1021552,15
9034,1021552,16
9035,1021552,17
9036,1021552,18
9037,1021552,20
9038,1021552,21
9039,1021552,23
9040,1021552,27
9041,1019762,0
9042,1019762,1
9043,1019762,2
9044,1019762,3
9045,1019762,4
9046,1019762,5
9047,1019762,7
9048,1019762,8
9049,1019762,9
9050,1019762,11
9051,1019762,12
9052,1019762,15
9053,1019762,16
9054,1019762,17
9055,1019762,18
9056,1019762,20
9057,1019762,21
9058,1019762,23
9059,1019762,24
9060,1019762,25
9061,1019762,26
9062,1019762,27
9063,1019762,29
9064,1019285,0
9065,1019285,1
9066,1019285,2
9067,1019285,3
9068,1019285,4
9069,1019285,5
9070,1019285,7
9071,1019285,8
9072,1019285,9
9073,1019285,10
9074,1019285,11
9075,1019285,12
9076,1019285,15
9077,1019285,16
9078,1019285,17
9079,1019285,18
9080,1019285,19
9081,1019285,20
9082,1019285,21
9083,1019285,23
9084,1019285,24
9085,1019285,25
9086,1019285,26
9087,1019285,27
9088,1019998,1
9089,1019998,2
9090,1019998,3
9091,1019998,4
9092,1019998,5
9093,1019998,6
9094,1019998,7
9095,1019998,8
9096,1019998,9
9097,1019998,10
9098,1019998,12
9099,1019998,14
9100,1019998,15
9101,1019998,16
9102,1019998,17
9103,1019998,18
9104,1019998,19
9105,1019998,20
9106,1019998,21
9107,1019998,22
9108,1019998,23
9109,1019998,24
9110,1019998,25
9111,1019998,26
9112,1019998,27
9113,1019998,28
9114,1019998,29
9115,1018121,0
9116,1018121,1
9117,1018121,4
9118,1018121,5
9119,1018121,7
9120,1018121,8
9121,1018121,9
9122,1018121,10
9123,1018121,12
9124,1018121,14
9125,1018121,15
9126,1018121,17
9127,1018121,23
9128,1019949,0
9129,1019949,1
9130,1019949,2
9131,1019949,5
9132,1019949,6
9133,1019949,7
9134,1019949,8
9135,1019949,9
9136,1019949,10
9137,1019949,11
9138,1019949,12
9139,1019949,16
9140,1019949,17
9141,1019949,20
9142,1019949,21
9143,1019949,23
9144,1019949,24
9145,1019949,25
9146,1019949,26
9147,1019949,27
9148,1006661,0
9149,1006661,1
9150,1006661,2
9151,1006661,3
9152,1006661,4
9153,1006661,5
9154,1006661,6
9155,1006661,7
9156,1006661,8
9157,1006661,9
9158,1006661,10
9159,1006661,11
9160,1006661,12
9161,1006661,15
9162,1006661,16
9163,1006661,17
9164,1006661,18
9165,1006661,19
9166,1006661,20
9167,1006661,21
9168,1006661,22
9169,1006661,23
9170,1006661,24
9171,1006661,25
9172,1006661,26
9173,1006661,29
9174,1021590,1
9175,1021590,3
9176,1021590,4
9177,1021590,5
9178,1021590,7
9179,1021590,8
9180,1021590,9
9181,1021590,10
9182,1021590,14
9183,1021590,16
9184,1021590,17
9185,1021590,18
9186,1021590,22
9187,1021590,23
9188,1021444,1
9189,1021444,3
9190,1021444,5
9191,1021444,7
9192,1021444,8
9193,1021444,9
9194,1021444,10
9195,1021444,14
9196,1021444,15
9197,1021444,18
9198,1021444,23
9199,1021444,24
9200,1021730,1
9201,1021730,3
9202,1021730,5
9203,1021730,7
9204,1021730,8
9205,1021730,9
9206,1021730,10
9207,1021730,15
9208,1021730,18
9209,1021730,19
9210,1021730,23
9211,1019630,1
9212,1019630,3
9213,1019630,5
9214,1019630,7
9215,1019630,8
9216,1019630,9
9217,1019630,10
9218,1019630,12
9219,1019630,15
9220,1019630,16
9221,1019630,18
9222,1019630,21
9223,1019630,23
9224,1011814,0
9225,1011814,1
9226,1011814,2
9227,1011814,3
9228,1011814,4
9229,1011814,5
9230,1011814,6
9231,1011814,7
9232,1011814,8
9233,1011814,9
9234,1011814,10
9235,1011814,11
9236,1011814,12
9237,1011814,14
9238,1011814,15
9239,1011814,17
9240,1011814,18
9241,1011814,19
9242,1011814,21
9243,1011814,22
9244,1011814,23
9245,1011814,24
9246,1011814,25
9247,1011814,29
9248,1018970,1
9249,1018970,3
9250,1018970,4
9251,1018970,5
9252,1018970,8
9253,1018970,9
9254,1018970,10
9255,1018970,15
9256,1018970,18
9257,1018970,19
9258,1018970,23
9259,1018831,0
9260,1018831,1
9261,1018831,3
9262,1018831,4
9263,1018831,5
9264,1018831,7
9265,1018831,8
9266,1018831,9
9267,1018831,10
9268,1018831,12
9269,1018831,14
9270,1018831,15
9271,1018831,16
9272,1018831,18
9273,1018831,23
9274,1018831,24
9275,1018831,25
9276,1018831,27
9277,1019728,0
9278,1019728,1
9279,1019728,2
9280,1019728,3
9281,1019728,4
9282,1019728,5
9283,1019728,7
9284,1019728,8
9285,1019728,9
9286,1019728,10
9287,1019728,11
9288,1019728,12
9289,1019728,14
9290,1019728,15
9291,1019728,16
9292,1019728,17
9293,1019728,18
9294,1019728,19
9295,1019728,21
9296,1019728,22
9297,1019728,23
9298,1019728,24
9299,1019728,25
9300,1019728,26
9301,1019728,27
9302,1019728,28
9303,1019728,29
9304,1021662,1
9305,1021662,3
9306,1021662,7
9307,1021662,8
9308,1021662,9
9309,1021662,10
9310,1021662,14
9311,1021662,15
9312,1021662,17
9313,1021662,18
9314,1021662,23
9315,1021662,25
9316,1020095,5
9317,1020095,8
9318,1019587,1
9319,1019587,3
9320,1019587,4
9321,1019587,8
9322,1019587,10
9323,1019587,12
9324,1019587,17
9325,1019587,23
9326,1021677,0
9327,1021677,1
9328,1021677,3
9329,1021677,4
9330,1021677,5
9331,1021677,7
9332,1021677,8
9333,1021677,9
9334,1021677,10
9335,1021677,12
9336,1021677,15
9337,1021677,16
9338,1021677,18
9339,1021677,23
9340,1021416,1
9341,1021416,2
9342,1021416,3
9343,1021416,4
9344,1021416,5
9345,1021416,7
9346,1021416,8
9347,1021416,9
9348,1021416,10
9349,1021416,11
9350,1021416,17
9351,1021416,18
9352,1021416,21
9353,1021416,23
9354,1021416,25
9355,1021416,26
9356,1021416,29
9357,1012033,1
9358,1012033,2
9359,1012033,3
9360,1012033,4
9361,1012033,5
9362,1012033,6
9363,1012033,7
9364,1012033,9
9365,1012033,10
9366,1012033,12
9367,1012033,14
9368,1012033,16
9369,1012033,17
9370,1012033,18
9371,1012033,21
9372,1012033,23
9373,1012033,25
9374,1019602,8
9375,1019602,23
9376,1019603,8
9377,1019603,23
9378,1019604,8
9379,1019604,23
9380,1019605,8
9381,1019605,23
9382,1019606,8
9383,1019606,23
9384,1019607,8
9385,1019607,23
9386,1019608,8
9387,1019608,23
9388,1021461,0
9389,1021461,1
9390,1021461,2
9391,1021461,3
9392,1021461,4
9393,1021461,5
9394,1021461,6
9395,1021461,7
9396,1021461,8
9397,1021461,9
9398,1021461,10
9399,1021461,11
9400,1021461,12
9401,1021461,14
9402,1021461,15
9403,1021461,16
9404,1021461,17
9405,1021461,18
9406,1021461,19
9407,1021461,20
9408,1021461,21
9409,1021461,22
9410,1021461,23
9411,1021461,24
9412,1021461,25
9413,1021461,26
9414,1021461,27
9415,1021461,28
9416,1021461,29
9417,1021284,0
9418,1021284,1
9419,1021284,2
9420,1021284,3
9421,1021284,4
9422,1021284,5
9423,1021284,6
9424,1021284,7
9425,1021284,8
9426,1021284,9
9427,1021284,10
9428,1021284,11
9429,1021284,12
9430,1021284,16
9431,1021284,17
9432,1021284,18
9433,1021284,21
9434,1021284,23
9435,1021284,26
9436,1021284,29
9437,1008573,1
9438,1008573,3
9439,1008573,4
9440,1008573,5
9441,1008573,7
9442,1008573,8
9443,1008573,9
9444,1008573,10
9445,1008573,12
9446,1008573,15
9447,1008573,22
9448,1008573,23
9449,1002767,0
9450,1002767,1
9451,1002767,2
9452,1002767,3
9453,1002767,4
9454,1002767,5
9455,1002767,7
9456,1002767,8
9457,1002767,9
9458,1002767,10
9459,1002767,11
9460,1002767,12
9461,1002767,14
9462,1002767,15
9463,1002767,16
9464,1002767,17
9465,1002767,18
9466,1002767,21
9467,1002767,22
9468,1002767,23
9469,1002767,26
9470,1005588,15
9471,1005588,23
9472,1019710,0
9473,1019710,1
9474,1019710,2
9475,1019710,3
9476,1019710,5
9477,1019710,6
9478,1019710,7
9479,1019710,8
9480,1019710,9
9481,1019710,10
9482,1019710,11
9483,1019710,12
9484,1019710,16
9485,1019710,17
9486,1019710,18
9487,1019710,21
9488,1019710,22
9489,1019710,23
9490,1019710,25
9491,1019710,26
9492,1019710,27
9493,1019710,29
9494,1019414,0
9495,1019414,1
9496,1019414,2
9497,1019414,4
9498,1019414,5
9499,1019414,6
9500,1019414,7
9501,1019414,8
9502,1019414,9
9503,1019414,10
9504,1019414,11
9505,1019414,12
9506,1019414,15
9507,1019414,16
9508,1019414,18
9509,1019414,22
9510,1019414,23
9511,1019414,24
9512,1019414,25
9513,1019414,26
9514,1019414,28
9515,1021364,0
9516,1021364,1
9517,1021364,4
9518,1021364,5
9519,1021364,7
9520,1021364,8
9521,1021364,9
9522,1021364,10
9523,1021364,12
9524,1021364,17
9525,1021364,18
9526,1021364,21
9527,1021364,23
9528,1021364,27
9529,1020050,1
9530,1020050,4
9531,1020050,5
9532,1020050,8
9533,1020050,9
9534,1020050,18
9535,1020050,21
9536,1020050,23
9537,1020050,26
9538,1019833,1
9539,1019833,3
9540,1019833,4
9541,1019833,5
9542,1019833,8
9543,1019833,9
9544,1019833,10
9545,1019833,12
9546,1019833,16
9547,1019833,18
9548,1019833,21
9549,1019833,23
9550,1021350,1
9551,1021350,2
9552,1021350,3
9553,1021350,4
9554,1021350,5
9555,1021350,7
9556,1021350,8
9557,1021350,9
9558,1021350,10
9559,1021350,12
9560,1021350,15
9561,1021350,18
9562,1021350,21
9563,1021350,23
9564,1021350,24
9565,1021308,1
9566,1021308,4
9567,1021308,5
9568,1021308,8
9569,1021308,9
9570,1021308,10
9571,1021308,15
9572,1021308,16
9573,1021308,19
9574,1021308,23
9575,1012253,1
9576,1012253,2
9577,1012253,5
9578,1012253,6
9579,1012253,7
9580,1012253,8
9581,1012253,9
9582,1012253,10
9583,1012253,11
9584,1012253,12
9585,1012253,15
9586,1012253,16
9587,1012253,18
9588,1012253,20
9589,1012253,21
9590,1012253,23
9591,1012253,26
9592,1012253,27
9593,1021392,1
9594,1021392,3
9595,1021392,8
9596,1021392,23
9597,1005937,1
9598,1005937,3
9599,1005937,4
9600,1005937,5
9601,1005937,6
9602,1005937,7
9603,1005937,8
